category,strategy,solver,n_iters,converged,wall_time,final_pos_err_mm,final_orient_err_deg
general,pinn,CCD,6,True,0.07833361625671387,3.2176547,49.439449310302734
general,pinn,CCD,4,True,0.0497128963470459,3.9574835,23.081052780151367
general,pinn,CCD,6,True,0.0743246078491211,2.6909373,138.8849334716797
general,pinn,CCD,4,True,0.05078387260437012,0.46542338,58.81414031982422
general,pinn,CCD,38,True,0.46691298484802246,4.837705,69.1609115600586
general,pinn,CCD,2,True,0.02948451042175293,4.8690286,10.910658836364746
general,pinn,CCD,2,True,0.0251467227935791,0.2421627,46.84056854248047
general,pinn,CCD,2,True,0.02725958824157715,3.5296407,40.76350021362305
general,pinn,CCD,1,True,0.013805389404296875,0.5663621,18.999767303466797
general,pinn,CCD,1,True,0.013403654098510742,2.5770848,25.98100471496582
general,pinn,CCD,2,True,0.0261838436126709,1.511726,16.350788116455078
general,pinn,CCD,2,True,0.029244422912597656,0.4252243,26.4444637298584
general,pinn,CCD,2,True,0.035888671875,0.67319983,43.229984283447266
general,pinn,CCD,1,True,0.01440739631652832,4.1822295,15.050996780395508
general,pinn,CCD,2,True,0.026347875595092773,0.6452327,23.157684326171875
general,pinn,CCD,1,True,0.012758016586303711,1.0768865,18.19351577758789
general,pinn,CCD,1,True,0.014618635177612305,1.3151292,15.876218795776367
general,pinn,CCD,18,True,0.2548668384552002,4.7516036,102.99238586425781
general,pinn,CCD,4,True,0.04856586456298828,4.0540066,48.40047073364258
general,pinn,CCD,3,True,0.03867769241333008,2.771747,38.24606704711914
general,pinn,CCD,4,True,0.05454587936401367,4.733843,48.522586822509766
general,pinn,CCD,4,True,0.06853175163269043,3.0036836,30.125144958496094
general,pinn,CCD,5,True,0.06363987922668457,2.8654358,45.771873474121094
general,pinn,CCD,3,True,0.03729414939880371,2.3071752,53.02141571044922
general,pinn,CCD,1,True,0.01519155502319336,4.054377,21.737308502197266
general,pinn,CCD,1,True,0.014532089233398438,3.5280917,17.816247940063477
general,pinn,CCD,1,True,0.013744592666625977,0.53111786,21.705835342407227
general,pinn,CCD,1,True,0.013723373413085938,1.5755869,17.670177459716797
general,pinn,CCD,1,True,0.012585878372192383,2.5595567,20.800580978393555
general,pinn,CCD,3,True,0.038063764572143555,3.6006083,37.93632888793945
general,pinn,CCD,2,True,0.025033235549926758,1.8164387,20.6580810546875
general,pinn,CCD,1,True,0.013410806655883789,0.1448085,17.342554092407227
general,pinn,CCD,7,True,0.09422183036804199,3.1589093,105.55811309814453
general,pinn,CCD,3,True,0.037702322006225586,2.7350214,19.446210861206055
general,pinn,CCD,5,True,0.06948328018188477,3.2386687,59.48875045776367
general,pinn,CCD,3,True,0.05265069007873535,3.2070558,40.37498474121094
general,pinn,CCD,4,True,0.04991555213928223,3.7924538,37.1942024230957
general,pinn,CCD,1,True,0.013823509216308594,2.8119283,18.544620513916016
general,pinn,CCD,2,True,0.025807857513427734,1.1288259,43.29512405395508
general,pinn,CCD,1,True,0.012557744979858398,1.3047843,14.482919692993164
general,pinn,CCD,5,True,0.08692598342895508,2.702546,111.5696029663086
general,pinn,CCD,2,True,0.03516578674316406,1.2993021,18.482837677001953
general,pinn,CCD,5,True,0.06653833389282227,3.8265924,40.54246139526367
general,pinn,CCD,1,True,0.01239013671875,4.3445473,17.20796775817871
general,pinn,CCD,1,True,0.013828039169311523,1.459034,22.3300724029541
general,pinn,CCD,1,True,0.014333724975585938,0.95269006,20.097387313842773
general,pinn,CCD,300,False,3.8912293910980225,19.633846,98.5948715209961
general,pinn,CCD,3,True,0.03876924514770508,3.2632155,22.162546157836914
general,pinn,CCD,1,True,0.013519048690795898,0.22280653,20.080608367919922
general,pinn,CCD,2,True,0.02613043785095215,2.6225326,39.460693359375
general,pinn,CCD,2,True,0.0251009464263916,2.4410665,39.99129104614258
general,pinn,CCD,5,True,0.0606532096862793,2.7004232,52.494285583496094
general,pinn,CCD,2,True,0.026778697967529297,1.9255404,34.20695495605469
general,pinn,CCD,1,True,0.013742923736572266,0.76296103,20.71247673034668
general,pinn,CCD,2,True,0.024672269821166992,0.6688985,13.530698776245117
general,pinn,CCD,3,True,0.050726890563964844,4.3563743,51.859500885009766
general,pinn,CCD,1,True,0.013606071472167969,3.4186456,27.340118408203125
general,pinn,CCD,1,True,0.01423192024230957,2.9555418,24.257287979125977
general,pinn,CCD,1,True,0.013767480850219727,0.844298,18.776159286499023
general,pinn,CCD,7,True,0.08521509170532227,3.4111023,60.35331726074219
general,pinn,CCD,9,True,0.10987138748168945,2.7902796,62.59629821777344
general,pinn,CCD,3,True,0.04427194595336914,4.930652,22.5124454498291
general,pinn,CCD,3,True,0.04217958450317383,0.13019508,50.53765106201172
general,pinn,CCD,1,True,0.013004064559936523,1.9285806,23.722280502319336
general,pinn,CCD,3,True,0.035855770111083984,3.6818614,35.054630279541016
general,pinn,CCD,16,True,0.25496339797973633,4.816446,126.09664916992188
general,pinn,CCD,1,True,0.01993417739868164,3.0886238,20.62465476989746
general,pinn,CCD,2,True,0.036101341247558594,1.7740405,32.19159698486328
general,pinn,CCD,300,False,4.130308151245117,139.73312,145.3808135986328
general,pinn,CCD,1,True,0.01977372169494629,0.7292865,24.510822296142578
general,pinn,CCD,3,True,0.043181419372558594,0.60980093,25.053773880004883
general,pinn,CCD,2,True,0.02768850326538086,1.5536183,35.476139068603516
general,pinn,CCD,1,True,0.012962102890014648,3.8960083,16.423250198364258
general,pinn,CCD,6,True,0.07584190368652344,3.2808807,84.9050521850586
general,pinn,CCD,1,True,0.015339374542236328,3.7494943,24.54259490966797
general,pinn,CCD,2,True,0.025299549102783203,3.6704996,28.80647087097168
general,pinn,CCD,6,True,0.07516241073608398,4.0735297,117.93465423583984
general,pinn,CCD,5,True,0.06254696846008301,3.3016455,114.9844970703125
general,pinn,CCD,1,True,0.012639999389648438,0.73661435,17.749666213989258
general,pinn,CCD,4,True,0.0546574592590332,1.2895056,38.4320068359375
general,pinn,CCD,2,True,0.025136232376098633,0.5322627,24.814332962036133
general,pinn,CCD,4,True,0.051056861877441406,4.8420057,31.0748291015625
general,pinn,CCD,300,False,3.8934402465820312,142.76382,129.0121612548828
general,pinn,CCD,5,True,0.06299996376037598,2.421227,99.02540588378906
general,pinn,CCD,5,True,0.0599515438079834,4.0652647,85.80933380126953
general,pinn,CCD,1,True,0.013834714889526367,0.09011441,16.98326873779297
general,pinn,CCD,2,True,0.026545286178588867,2.9183671,39.4964714050293
general,pinn,CCD,5,True,0.06278133392333984,3.7811334,66.09453582763672
general,pinn,CCD,2,True,0.03682565689086914,1.6982967,6.359592437744141
general,pinn,CCD,2,True,0.02557229995727539,4.7544136,26.391496658325195
general,pinn,CCD,2,True,0.027451276779174805,1.2036227,37.46100616455078
general,pinn,CCD,2,True,0.03184795379638672,2.6927974,14.03774642944336
general,pinn,CCD,4,True,0.058576345443725586,4.8807917,45.81599807739258
general,pinn,CCD,1,True,0.015070676803588867,2.005629,14.141497611999512
general,pinn,CCD,4,True,0.05148935317993164,2.2956944,42.75808334350586
general,pinn,CCD,3,True,0.04305601119995117,3.3322642,10.988887786865234
general,pinn,CCD,1,True,0.014465808868408203,1.6590396,24.103282928466797
general,pinn,CCD,18,True,0.22337079048156738,4.4670005,76.53597259521484
general,pinn,CCD,5,True,0.06085968017578125,3.6617963,46.32752227783203
general,pinn,CCD,6,True,0.0918729305267334,3.871432,67.57376861572266
general,pinn,CCD,1,True,0.013700246810913086,1.4179175,18.042354583740234
general,pinn,CCD,2,True,0.025072097778320312,1.599683,24.73430061340332
general,pinn,CCD,1,True,0.012177228927612305,3.7012262,21.280683517456055
general,pinn,CCD,1,True,0.013609886169433594,1.1523017,23.076555252075195
general,pinn,CCD,1,True,0.014249563217163086,3.9144428,21.397512435913086
general,pinn,CCD,5,True,0.06982660293579102,3.5441318,23.712772369384766
general,pinn,CCD,6,True,0.08039355278015137,2.6934958,60.143226623535156
general,pinn,CCD,3,True,0.038936614990234375,2.8259776,30.259265899658203
general,pinn,CCD,3,True,0.040863037109375,2.0158408,82.40496826171875
general,pinn,CCD,1,True,0.014757394790649414,1.0181757,18.490442276000977
general,pinn,CCD,0,True,0.0014221668243408203,3.0261946,2.1097195148468018
general,pinn,CCD,2,True,0.035649776458740234,0.6841705,2.4183366298675537
general,pinn,CCD,2,True,0.027638912200927734,3.1506243,31.40203285217285
general,pinn,CCD,3,True,0.03935861587524414,0.40321398,47.47263717651367
general,pinn,CCD,2,True,0.030541658401489258,0.46179575,43.60845184326172
general,pinn,CCD,8,True,0.12690186500549316,4.7086644,117.19408416748047
general,pinn,CCD,1,True,0.013272285461425781,0.85238546,18.64659881591797
general,pinn,CCD,2,True,0.028091907501220703,0.44999745,13.168111801147461
general,pinn,CCD,2,True,0.0365910530090332,0.5533516,43.391300201416016
general,pinn,CCD,2,True,0.026488780975341797,2.8461924,34.66513442993164
general,pinn,CCD,2,True,0.02552056312561035,3.1499858,7.855574131011963
general,pinn,CCD,1,True,0.013451337814331055,4.483787,23.6688175201416
general,pinn,CCD,2,True,0.026622533798217773,4.1069036,6.416042327880859
general,pinn,CCD,1,True,0.015396356582641602,2.122439,19.57428741455078
general,pinn,CCD,1,True,0.012401580810546875,1.1687802,17.303478240966797
general,pinn,CCD,1,True,0.017384767532348633,1.4906709,17.85028648376465
general,pinn,CCD,2,True,0.024057865142822266,0.20437956,12.043560981750488
general,pinn,CCD,1,True,0.013586759567260742,4.6387773,21.988750457763672
general,pinn,CCD,1,True,0.011942625045776367,0.35003242,17.0220947265625
general,pinn,CCD,9,True,0.11278104782104492,4.081583,74.11560821533203
general,pinn,CCD,2,True,0.027278661727905273,1.8377304,6.242098808288574
general,pinn,CCD,14,True,0.18590092658996582,4.9214287,4.3984856605529785
general,pinn,CCD,1,True,0.013539791107177734,1.4975001,16.189786911010742
general,pinn,CCD,5,True,0.06135988235473633,1.9007515,78.08302307128906
general,pinn,CCD,1,True,0.013498306274414062,1.4179573,12.998359680175781
general,pinn,CCD,2,True,0.029236316680908203,1.4700752,33.11463928222656
general,pinn,CCD,3,True,0.037905216217041016,2.7077775,44.052734375
general,pinn,CCD,1,True,0.023934125900268555,2.893321,16.334325790405273
general,pinn,CCD,2,True,0.0257112979888916,3.3821256,3.7417469024658203
general,pinn,CCD,3,True,0.04153037071228027,3.3808718,23.60603141784668
general,pinn,CCD,2,True,0.025290966033935547,1.3746988,23.186767578125
general,pinn,CCD,8,True,0.11482405662536621,3.714128,84.73804473876953
general,pinn,CCD,1,True,0.014441728591918945,0.66961366,19.155746459960938
general,pinn,CCD,3,True,0.03822040557861328,3.4153328,18.777360916137695
general,pinn,CCD,3,True,0.04033184051513672,4.798133,15.706527709960938
general,pinn,CCD,2,True,0.028197526931762695,1.8260801,21.02414321899414
general,pinn,CCD,2,True,0.02773118019104004,2.3990207,67.90966033935547
general,pinn,CCD,2,True,0.027531147003173828,3.8902626,21.372833251953125
general,pinn,CCD,2,True,0.025363683700561523,0.17329898,33.99053192138672
general,pinn,CCD,3,True,0.05940985679626465,3.3452377,22.587488174438477
general,pinn,CCD,3,True,0.03908944129943848,4.9315233,54.58673095703125
general,pinn,CCD,1,True,0.013640165328979492,2.5972164,19.601951599121094
general,pinn,CCD,1,True,0.013995170593261719,4.547614,22.885528564453125
general,pinn,CCD,9,True,0.11821246147155762,4.2803974,86.23991394042969
general,pinn,CCD,1,True,0.021872282028198242,1.983689,19.93934440612793
general,pinn,CCD,2,True,0.029790878295898438,1.6957204,11.141560554504395
general,pinn,CCD,2,True,0.027728557586669922,0.07322171,6.901909351348877
general,pinn,CCD,5,True,0.061170101165771484,4.0439177,66.99874114990234
general,pinn,CCD,1,True,0.01390528678894043,2.585227,15.1796236038208
general,pinn,CCD,1,True,0.014527082443237305,1.8057854,16.603792190551758
general,pinn,CCD,1,True,0.014667034149169922,0.7717287,21.15172004699707
general,pinn,CCD,4,True,0.04974865913391113,4.4280787,40.972068786621094
general,pinn,CCD,4,True,0.052817583084106445,3.661776,14.343901634216309
general,pinn,CCD,2,True,0.026569843292236328,3.510396,6.245465278625488
general,pinn,CCD,1,True,0.012615442276000977,1.0566021,17.99428367614746
general,pinn,CCD,2,True,0.154099702835083,3.1340873,16.770736694335938
general,pinn,CCD,3,True,0.050170183181762695,1.0595547,48.202430725097656
general,pinn,CCD,2,True,0.024095773696899414,3.5519073,11.278422355651855
general,pinn,CCD,5,True,0.06323909759521484,0.9695678,81.47998046875
general,pinn,CCD,1,True,0.013403892517089844,4.3956366,18.36800193786621
general,pinn,CCD,7,True,0.09079360961914062,4.434168,46.17843246459961
general,pinn,CCD,1,True,0.014217376708984375,4.7950244,38.375511169433594
general,pinn,CCD,1,True,0.015207290649414062,0.7876846,19.438146591186523
general,pinn,CCD,2,True,0.025905609130859375,3.3622286,28.170085906982422
general,pinn,CCD,2,True,0.025905370712280273,1.2501625,32.136146545410156
general,pinn,CCD,2,True,0.025575637817382812,0.41923225,25.514028549194336
general,pinn,CCD,1,True,0.012771844863891602,2.5222564,23.18951416015625
general,pinn,CCD,1,True,0.013562440872192383,0.58487123,18.63201332092285
general,pinn,CCD,1,True,0.013738155364990234,2.7027717,16.925029754638672
general,pinn,CCD,4,True,0.06665825843811035,2.4928942,50.950565338134766
general,pinn,CCD,1,True,0.020522594451904297,4.0026155,15.119244575500488
general,pinn,CCD,21,True,0.28307151794433594,4.8966403,33.708553314208984
general,pinn,CCD,3,True,0.04515862464904785,2.5395372,28.5462589263916
general,pinn,CCD,1,True,0.013936519622802734,2.9128954,16.36069679260254
general,pinn,CCD,1,True,0.012600898742675781,0.8814133,17.95416259765625
general,pinn,CCD,3,True,0.04011082649230957,3.7878263,91.31007385253906
general,pinn,CCD,1,True,0.012784957885742188,0.7763821,23.47692108154297
general,pinn,CCD,2,True,0.024789094924926758,3.1208107,38.42045211791992
general,pinn,CCD,300,False,3.8679096698760986,125.60208,162.9384765625
general,pinn,CCD,1,True,0.014504194259643555,4.7274804,20.894023895263672
general,pinn,CCD,2,True,0.04604506492614746,2.648265,33.35231018066406
general,pinn,CCD,1,True,0.02858877182006836,1.232531,21.851768493652344
general,pinn,CCD,2,True,0.02801990509033203,2.098872,27.19235610961914
general,pinn,CCD,2,True,0.02771139144897461,4.210805,35.77276611328125
general,pinn,CCD,300,False,3.9170429706573486,85.506294,121.33028411865234
general,pinn,CCD,5,True,0.0734853744506836,2.911401,48.102508544921875
general,pinn,CCD,3,True,0.03955817222595215,3.6997266,38.71885681152344
general,pinn,CCD,1,True,0.013919591903686523,3.5907485,17.286314010620117
general,pinn,CCD,3,True,0.04142045974731445,2.9891233,55.239383697509766
general,pinn,CCD,3,True,0.04045891761779785,2.962759,34.209232330322266
general,pinn,CCD,1,True,0.014803409576416016,0.78019536,19.264690399169922
general,pinn,CCD,6,True,0.0785372257232666,4.2721705,31.49152183532715
general,pinn,CCD,3,True,0.04323935508728027,2.365519,36.10038757324219
general,pinn,CCD,3,True,0.03828763961791992,4.3845763,67.18140411376953
general,pinn,CCD,2,True,0.039948463439941406,0.10339651,26.478057861328125
general,pinn,CCD,3,True,0.046575069427490234,3.1530597,16.627498626708984
general,pinn,CCD,3,True,0.04523968696594238,4.2396193,61.76790237426758
general,pinn,CCD,1,True,0.014910697937011719,0.94685453,23.79290771484375
general,pinn,CCD,4,True,0.07017302513122559,3.7200828,38.29207229614258
general,pinn,CCD,1,True,0.018555164337158203,3.3644087,19.13311767578125
general,pinn,CCD,9,True,0.10468101501464844,3.4267614,56.5432243347168
general,pinn,CCD,3,True,0.043415069580078125,3.0682445,49.093162536621094
general,pinn,CCD,1,True,0.01940131187438965,4.5651913,16.17051887512207
general,pinn,CCD,4,True,0.06008267402648926,2.231303,57.004371643066406
general,pinn,CCD,2,True,0.027172327041625977,1.6150998,47.00115966796875
general,pinn,CCD,2,True,0.026638031005859375,2.8958468,1.7415928840637207
general,pinn,CCD,2,True,0.024877071380615234,1.7247297,8.923532485961914
general,pinn,CCD,6,True,0.0745244026184082,2.5008404,69.71753692626953
general,pinn,CCD,1,True,0.01673722267150879,2.7096183,11.167682647705078
general,pinn,CCD,7,True,0.08819699287414551,4.3040056,73.87406158447266
general,pinn,CCD,1,True,0.01355886459350586,2.4339204,21.621185302734375
general,pinn,CCD,1,True,0.015135765075683594,0.5226607,21.31259536743164
general,pinn,CCD,3,True,0.039940595626831055,2.8235488,16.9099063873291
general,pinn,CCD,1,True,0.015001058578491211,0.58710253,16.62321662902832
general,pinn,CCD,4,True,0.051104068756103516,1.9726081,68.08887481689453
general,pinn,CCD,1,True,0.013922691345214844,2.365342,17.579381942749023
general,pinn,CCD,1,True,0.013565540313720703,0.7070695,15.548125267028809
general,pinn,CCD,8,True,0.10454106330871582,4.497892,87.65943908691406
general,pinn,CCD,1,True,0.014861822128295898,3.476877,13.621960639953613
general,pinn,CCD,3,True,0.03874516487121582,0.8433284,68.7994155883789
general,pinn,CCD,1,True,0.013732433319091797,1.3602718,15.8275146484375
general,pinn,CCD,12,True,0.15017175674438477,4.8150315,57.30819320678711
general,pinn,CCD,1,True,0.01387166976928711,2.4117634,15.059536933898926
general,pinn,CCD,300,False,3.8185486793518066,59.743286,169.12815856933594
general,pinn,CCD,15,True,0.18726730346679688,4.191932,77.86038970947266
general,pinn,CCD,2,True,0.028063058853149414,0.9059472,31.024240493774414
general,pinn,CCD,4,True,0.050409555435180664,3.7415915,19.984933853149414
general,pinn,CCD,2,True,0.028295278549194336,0.52182454,48.55036544799805
general,pinn,CCD,4,True,0.050676822662353516,2.8910985,31.88262367248535
general,pinn,CCD,1,True,0.013601064682006836,3.689402,26.43743896484375
general,pinn,CCD,3,True,0.04385828971862793,0.65402406,65.05712890625
general,pinn,CCD,2,True,0.026250123977661133,3.5120146,42.25350570678711
general,pinn,CCD,1,True,0.013305425643920898,1.7973912,14.61329174041748
general,pinn,CCD,1,True,0.014085531234741211,4.4538183,21.493629455566406
general,pinn,CCD,4,True,0.05029296875,4.8985634,13.927377700805664
general,pinn,CCD,2,True,0.025221586227416992,2.987076,47.55290222167969
general,pinn,CCD,1,True,0.017969369888305664,2.2039006,24.69874382019043
general,pinn,CCD,1,True,0.015063047409057617,1.4835911,15.955860137939453
general,pinn,CCD,2,True,0.03586268424987793,2.978065,71.49614715576172
general,pinn,CCD,1,True,0.014328718185424805,1.2667553,17.991361618041992
general,pinn,CCD,9,True,0.11904144287109375,4.7756166,77.31404876708984
general,pinn,CCD,1,True,0.0146026611328125,3.4319453,28.603944778442383
general,pinn,CCD,2,True,0.027982234954833984,4.6263337,43.601783752441406
general,pinn,CCD,2,True,0.03987383842468262,3.343444,17.644006729125977
general,pinn,CCD,1,True,0.014730453491210938,1.8269632,16.59325408935547
general,pinn,CCD,7,True,0.08599066734313965,3.8368187,54.49155807495117
general,pinn,CCD,2,True,0.027942657470703125,2.4359376,33.86066818237305
general,pinn,CCD,2,True,0.02486705780029297,2.0607407,38.07756805419922
general,pinn,CCD,1,True,0.015052318572998047,3.4686317,23.511682510375977
general,pinn,CCD,300,False,3.845301389694214,49.99534,40.386600494384766
general,pinn,CCD,2,True,0.02589273452758789,0.27688026,42.69493103027344
general,pinn,CCD,1,True,0.012880802154541016,0.6084167,17.875823974609375
general,pinn,CCD,1,True,0.01512908935546875,1.0595325,13.888781547546387
general,pinn,CCD,4,True,0.050473928451538086,2.7969398,31.547630310058594
general,pinn,CCD,1,True,0.013553619384765625,2.4429448,24.568979263305664
general,pinn,CCD,1,True,0.01449728012084961,2.3976521,17.14633560180664
general,pinn,CCD,1,True,0.013906478881835938,4.0641365,43.62080383300781
general,pinn,CCD,1,True,0.013759374618530273,2.7283075,39.471458435058594
general,pinn,CCD,1,True,0.012521982192993164,4.1099625,26.22354507446289
general,pinn,CCD,1,True,0.014105081558227539,4.5139194,20.569250106811523
general,pinn,CCD,5,True,0.06505894660949707,2.8647838,76.45767974853516
general,pinn,CCD,3,True,0.03692340850830078,1.6859746,40.41203308105469
general,pinn,CCD,2,True,0.026594877243041992,1.2953523,4.25961446762085
general,pinn,CCD,1,True,0.01443934440612793,4.3634624,24.306060791015625
general,pinn,CCD,1,True,0.013870477676391602,1.3314545,19.017484664916992
general,pinn,CCD,1,True,0.015591144561767578,0.774074,20.02626609802246
general,pinn,CCD,300,False,3.812554359436035,10.135012,58.00343322753906
general,pinn,CCD,3,True,0.03802132606506348,3.0424407,31.29784393310547
general,pinn,CCD,1,True,0.01263737678527832,3.3563623,16.795347213745117
general,gated,DLS,2,True,0.00811767578125,4.788279,0.03591739758849144
general,gated,DLS,300,False,0.9253854751586914,177.02362,8.378471374511719
general,gated,DLS,61,True,0.19839096069335938,3.873943,0.12166354060173035
general,gated,DLS,2,True,0.008150815963745117,4.059261,0.09844143688678741
general,gated,DLS,61,True,0.19039344787597656,4.5764256,0.032361507415771484
general,gated,DLS,2,True,0.00826406478881836,4.060859,0.040902186185121536
general,gated,DLS,1,True,0.004840850830078125,1.803173,0.06058403477072716
general,gated,DLS,1,True,0.005522489547729492,3.6951416,0.05610932037234306
general,gated,DLS,1,True,0.007295370101928711,4.6986504,0.04385903850197792
general,gated,DLS,300,False,0.9339778423309326,146.37991,0.9940539598464966
general,gated,DLS,12,True,0.035669565200805664,4.88822,0.0774058848619461
general,gated,DLS,44,True,0.13052797317504883,4.82398,0.025582751259207726
general,gated,DLS,300,False,0.9626851081848145,11.093146,9.340210914611816
general,gated,DLS,4,True,0.012221336364746094,4.6181393,0.052712734788656235
general,gated,DLS,11,True,0.03481888771057129,4.82004,0.036021631211042404
general,gated,DLS,3,True,0.01207590103149414,4.4591694,0.12807150185108185
general,gated,DLS,75,True,0.24424004554748535,4.9219017,0.06899844855070114
general,gated,DLS,6,True,0.02123570442199707,4.312253,0.06256991624832153
general,gated,DLS,300,False,0.9130887985229492,10.503776,1.9300768375396729
general,gated,DLS,3,True,0.009740829467773438,4.306933,0.0
general,gated,DLS,10,True,0.033334970474243164,4.9630666,0.0
general,gated,DLS,99,True,0.32506775856018066,4.052828,0.1127505674958229
general,gated,DLS,141,True,0.41513729095458984,4.8714266,0.08515062183141708
general,gated,DLS,66,True,0.2069535255432129,4.9765105,0.0
general,gated,DLS,23,True,0.07819485664367676,4.741833,0.0
general,gated,DLS,300,False,0.9329073429107666,80.624214,0.6649942994117737
general,gated,DLS,11,True,0.03812384605407715,4.31478,0.10649783909320831
general,gated,DLS,13,True,0.04015851020812988,4.9109163,0.1224152222275734
general,gated,DLS,6,True,0.018762826919555664,4.92621,0.08738678693771362
general,gated,DLS,6,True,0.018221378326416016,4.402904,0.10340593010187149
general,gated,DLS,41,True,0.11416888236999512,3.94792,0.05070622265338898
general,gated,DLS,17,True,0.05221128463745117,4.4481525,0.0759706124663353
general,gated,DLS,48,True,0.1464989185333252,4.1220417,0.0
general,gated,DLS,57,True,0.17551827430725098,4.5595717,0.0
general,gated,DLS,10,True,0.033600568771362305,4.5911074,0.23715341091156006
general,gated,DLS,48,True,0.14508056640625,4.6956143,0.0
general,gated,DLS,1,True,0.0041468143463134766,3.7452338,0.08329524099826813
general,gated,DLS,7,True,0.026807308197021484,4.0253153,0.08564118295907974
general,gated,DLS,63,True,0.19019746780395508,4.6662416,0.0
general,gated,DLS,54,True,0.16647052764892578,4.7064276,0.0
general,gated,DLS,132,True,0.394681453704834,4.895623,0.06113499775528908
general,gated,DLS,69,True,0.20731568336486816,4.8995185,0.07212866842746735
general,gated,DLS,300,False,0.9458751678466797,59.976498,0.42652755975723267
general,gated,DLS,34,True,0.09830546379089355,4.1999373,0.04290993884205818
general,gated,DLS,300,False,0.964461088180542,51.349216,18.56315040588379
general,gated,DLS,10,True,0.031122684478759766,4.7025847,0.06992527097463608
general,gated,DLS,112,True,0.428236722946167,4.9710155,0.06363368034362793
general,gated,DLS,9,True,0.0294952392578125,4.2686915,0.056300725787878036
general,gated,DLS,3,True,0.011092901229858398,4.61559,0.045141369104385376
general,gated,DLS,6,True,0.018320560455322266,4.633613,0.05877675116062164
general,gated,DLS,36,True,0.12236690521240234,4.9287,0.0450400672852993
general,gated,DLS,6,True,0.01856851577758789,4.538056,0.07825126498937607
general,gated,DLS,13,True,0.04008293151855469,4.7643895,0.0
general,gated,DLS,55,True,0.16681337356567383,4.5539603,0.05534699931740761
general,gated,DLS,3,True,0.009870052337646484,4.4504957,0.08891051262617111
general,gated,DLS,300,False,0.9432241916656494,34.58622,0.15392084419727325
general,gated,DLS,54,True,0.16392946243286133,4.7259436,0.0
general,gated,DLS,8,True,0.024672269821166992,4.697226,0.021372148767113686
general,gated,DLS,2,True,0.007917165756225586,2.840923,0.0
general,gated,DLS,14,True,0.04291701316833496,4.912507,0.04493222385644913
general,gated,DLS,2,True,0.008270025253295898,4.99025,0.18284159898757935
general,gated,DLS,21,True,0.07618474960327148,4.979294,0.041625481098890305
general,gated,DLS,300,False,0.8980841636657715,28.961777,0.2710915803909302
general,gated,DLS,300,False,0.9314384460449219,33.948353,6.43686056137085
general,gated,DLS,2,True,0.00821995735168457,4.4749336,0.0
general,gated,DLS,300,False,0.8986949920654297,8.968889,0.07428387552499771
general,gated,DLS,2,True,0.007039070129394531,3.163975,0.03188605606555939
general,gated,DLS,300,False,0.9644911289215088,143.70058,1.0832489728927612
general,gated,DLS,300,False,0.9149246215820312,14.623033,0.06101667135953903
general,gated,DLS,2,True,0.006533145904541016,3.468258,0.039882220327854156
general,gated,DLS,15,True,0.04484438896179199,4.8035216,0.04562554880976677
general,gated,DLS,156,True,0.48919057846069336,4.7925653,0.07502137124538422
general,gated,DLS,300,False,0.9149720668792725,49.983284,3.5994555950164795
general,gated,DLS,3,True,0.019969940185546875,3.195989,0.0660032108426094
general,gated,DLS,13,True,0.05710792541503906,4.883733,0.0
general,gated,DLS,4,True,0.012434244155883789,3.3233318,0.005205200519412756
general,gated,DLS,11,True,0.031099796295166016,4.1402116,0.03620968386530876
general,gated,DLS,5,True,0.015650272369384766,4.6270237,0.03851902857422829
general,gated,DLS,6,True,0.01860952377319336,4.38652,0.0
general,gated,DLS,2,True,0.007853031158447266,4.213188,0.0
general,gated,DLS,83,True,0.3037683963775635,4.4947915,0.0412948802113533
general,gated,DLS,138,True,0.45204639434814453,4.9949107,0.03539784997701645
general,gated,DLS,25,True,0.07454037666320801,4.9258833,0.04647060111165047
general,gated,DLS,107,True,0.3208200931549072,4.909601,0.027415849268436432
general,gated,DLS,7,True,0.024326801300048828,4.428494,0.06940016150474548
general,gated,DLS,21,True,0.09315228462219238,4.8018074,0.08180411905050278
general,gated,DLS,165,True,0.5167455673217773,4.8216286,0.08259258419275284
general,gated,DLS,97,True,0.2964177131652832,4.72116,0.06671846657991409
general,gated,DLS,4,True,0.012466907501220703,4.9428988,0.0376775749027729
general,gated,DLS,300,False,0.9183545112609863,123.01277,66.24137115478516
general,gated,DLS,6,True,0.0186769962310791,4.6597395,0.11689095944166183
general,gated,DLS,15,True,0.04314994812011719,4.6764627,0.04317476600408554
general,gated,DLS,39,True,0.11671853065490723,4.4816747,1.0802067518234253
general,gated,DLS,85,True,0.28525590896606445,4.9875135,0.026584282517433167
general,gated,DLS,300,False,0.930884599685669,144.89113,0.8813381791114807
general,gated,DLS,29,True,0.08503556251525879,4.8720675,0.0
general,gated,DLS,35,True,0.11020565032958984,4.9395494,0.010433890856802464
general,gated,DLS,43,True,0.14723920822143555,4.851887,0.05469997227191925
general,gated,DLS,250,True,0.8707380294799805,4.9987416,0.0
general,gated,DLS,3,True,0.010492324829101562,4.056515,0.07858827710151672
general,gated,DLS,79,True,0.2519989013671875,4.5063233,0.03810427710413933
general,gated,DLS,30,True,0.11805510520935059,4.7693367,0.06537186354398727
general,gated,DLS,56,True,0.19761347770690918,4.8944197,0.0
general,gated,DLS,39,True,0.1307544708251953,3.1958382,0.0
